,id,de,ch_sg,ch_be,ch_gr,ch_zh,ch_vs,ch_bs,ch_ag,ch_lu,thema,code_switching
717,717,Er hat sich zu einem eindrücklichen Urwald vor den Toren der Stadt Zürich entwickelt.,Er het sich zumne iidrückliche Urwald vo de Tor vo de Stadt Züri entwicklet.,Är hetsech zumenä iidrücklechä Urwaud vordä Tor vor Schadt Züri entwicklet.,Er het sich tu nem iidrücklicha Urwald vor da Tor vu dr Stadt Züri entwicklet.,Er isch zumne idrückliche Urwald vor de Tor vode Stadt Züri worde.,Är het schich zu mu ihdrücklichu Urwald vor de Tori vaner Stadt Zürich entwicklut.,Är het sich zu me ihdrückliche Urwald vor de Tore vo dr Stadt Züri entwicklet.,Er het sech zomene idröckleche Urwald for de Tore fode Stadt Zöri entwecklet.,Er hed sech zomene idröckleche Urwald grad vor de Stadt Zöri entwecklet.,tiere-pflanzen-landwirtschaft,
718,718,Aber Bauern sind nicht Naturgärtner.,Aber Buure sind nöd Naturgärtner.,Aber Purä si nid Naturgärtner.,Aber Puura sind nit Naturgärtner.,Aber Buure sind kei Naturgärtner.,Aber Püüru sind nit Naturgärtner.,Aber Buure sind nid Naturgärtner.,Aber Bure send ned Naturgärtner.,Aber Buure send ned Naturgärtner.,tiere-pflanzen-landwirtschaft,
719,719,"Aus diesem Grund sind die Landwirte befugt, die Biberdämme abzureissen.","Us dem Grund sind dLandwirt befugt, dBiberdämm abzriise.","Us däm Grund si d Landwirtä befuegt, d Biberdämm abzriissä.","Us dem Grund sind d Landwirt befugt, d Biberdämm abzrissa.",,"Üs dem Grund sind Landwirti befugt, die Biberdämm abzrissu.","Us däm Grund sind d Landwirtä befuegt, d Biberdämm abzrisse.","Os dem Grond send d'Landwert befuegt, d'Beberdämme abzrisse.",Us dem Grond döffed d Landwert d Biberdämm abrisse.,tiere-pflanzen-landwirtschaft,
720,720,"Heute kann ich Fenster und Türen offen lassen, es kommt kaum eine Fliege rein.","hüt chani Fenschter und Türe offe loh, es chunt chum e Flüge ine.","Hüt chani Fänschter und Türä offä la, es chunnt chuum ä Flöigä inä.","Hüt kann i Fenster und Türa offa loh, es kunnt kum a Flüga ina.","Hüt chani Fänschter und Türe offe lah, es chunnt chum e Flüge ine.","Hitu chan ich Feischter und Porte offu lah, es chunt küm en Fleiga ih.","Hüt ka ich d Fänster und Türe offe loh, es kunnt kum e Fliege ihne.","Höt chani Fänschter ond Töre offe loh, es chonnt chum e Fleuge inne.","Höt chanech s Fänster ond d Töre ofeloh, es chond chuum e Flüüge ine.",tiere-pflanzen-landwirtschaft,
721,721,"Honigfresser, die unauffällig singen, aber ein prächtig rotes Gefieder haben.","Honigfresser, wo unuffällig singed, aber e prächtigs rots Gfider hend.","Honigfrässer, wo unuffäuig singä, aber es prächtigs rots Gfider hei.","Honigfresser, wo unuffällig singen, aber as prächtig rots Gefieder hend.","Honigfrässer, wo unuffällig singed, aber es prächtigs rots Fäderchleid händ.","Honigfrässer, wa unüffällig singunt, aber es prächtigs rots Gfieder hent.","Honigfrässer, wo unufällig singe, aber es prächtigs rots Gfieder händ.","Honigfrässer, wo onuffällig senge,  aber es prächtigs rots Gefläder händ.","Honigfrässer, wo onuffällig senged, aber prächtigi roti Fädere hend.",tiere-pflanzen-landwirtschaft,
722,722,Unter anderem nistet im Auried auch immer wieder der seltene Kiebitz.,Under anderem nischted im Auried au immer wieder de selteni Kiebitz.,Unger angerem nischtet im Auried o immer widr dr säutnig Kiebitz.,Unter anderem nistet im Auried au immer wieder der selteni Kiebitz.,Unter anderem nisted im Auried au immer wider de sälteni Kiebitz.,Uner anerum nischtut im Auried öi immer wieder der sälteni Kiebitz.,Unter anderem nistet im Auried immer wieder dr sälteni Kiebitz.,Onter anderem neschtet em Auried au emmer weder e sältene Kiebitz.,Onder anderem nästet de sältnigi Kiebitz au emmer weder em Auried.,tiere-pflanzen-landwirtschaft,
723,723,Der Mensch ist der Mücke also keineswegs schutzlos ausgeliefert.,De Mensch isch de Mugge also überhaupt nöd schutzlos usglifered.,Dr Mönsch isch dr Muggä ausä nid schutzlos usgliferet.,Dr Mensch isch dr Mucka also keineswegs schutzlos uusglieferet.,De Maensch isch de Mugge aso uf kein Fall schutzlos usglifered.,Der Mänsch isch der Mugga uf keinum Fall schutzlos üsgliefrut.,Dr Mensch isch de Mugge also überhaupt nid schutzlos usglieferet.,De Mönsch esch de Mogge also of kei Fall schotzlos usgleferet.,De Mönsch esch de Mogg aso gar ned schotzlos usgleferet.,tiere-pflanzen-landwirtschaft,
724,724,Giraffen gibt es sogar noch deutlich weniger als Elefanten.,Giraffe gits sogar no dütlich weniger als Elefante.,Giraffä gits sogar no dütlech weniger aus Elefantä.,Giraffa gits sogar no dütlich weniger als Elefanta.,Giraffe gits sogar no dütlich weniger als Elefante.,Giraffe gits sogar nu ditlich weniger wa Elefantu.,Giraffe gits sogar no dütlich weniger als Elefantä.,Giraffe gets sogar no dütlech weniger als Elefenate.,Giraffe geds sogar dütlech weniger als Elefenate.,tiere-pflanzen-landwirtschaft,
725,725,Hier wird verwilderter Kirschlorbeer aus einem Wald entfernt.,Do wird vowilderte Kirschlorbeer usme Wald entfernt.,Hiä wird verwiudertä Kirschloorbeer usemä Waud entfernt.,Do wird verwilderta Kirschlorbeer us nem Wald entfernt.,Da wird verwilderete Chriesilorbeer useme Wald weg gno.,Hie wird verwildrute Kirschlorbeer üsemu Wald entfärnt.,Do wird wilde Kirschlorbeer us em Wald entfärnt.,Do werd verwelderets Chriesilorbeer osem Wald entfärnt.,Do werd verwelderete Kerschloorbeer usemene Wald empfäärnt.,tiere-pflanzen-landwirtschaft,
726,726,Ein knallgelber Schmetterling flattert über die Wiese.,En knallgele Schmetterling flattered über dWiese.,Ä knaugäubä Schmätterling flatteret überd Wisä.,An knallgelba Schmetterling flatteret über d Wiesa.,En knallgäle Schmätterling flattered über d Wise.,En knallgälbe Schmätterling flattrut uber d'Matta.,Ä knallgääle Schmätterling flatteret über d Wiise.,En knallgälbe Schmätterling flatteret öber d'Wese.,En knallgälbe Schmätterling flatteret öber d Wise.,tiere-pflanzen-landwirtschaft,
727,727,Die daraus schlüpfenden Raupen ernähren sich von dieser Pflanze.,Die derus schlüpfende Raupe ernähred sich vo de Pflanze.,D Roupä wo drus schlüpfä ernährä sich vo derä Pflanzä.,D drus schlüpfend Raupa ernährend sich vu dera Pflanza.,D Raupe wo det useschlüpfed ernähred sich vo däre Pflanze.,Die dadrus schlüpfendu Röipe ernährunt schich va discher Pflanza.,D Ruupe wo drus schlümpfe ernähre sich vo däre Pflanzä.,Die dodrus schlöpfende Raupe ernähre sech fo Pflanze.,"D Raupe wo döt drus schlöpfed, ernähred sech vo dere Pflanze.",tiere-pflanzen-landwirtschaft,
728,728,Lehm und Samen stehen am Openair Wollishofen bereit.,Lehm und Some stönd am Openair Wollishofe bereit.,Lehm und Samä schtö am Openair Wollishofä bereit.,Lehm und Sama stöhn am Openair Wollishofa parat.,Lähm und Same sind am Openair Wollishofe parat.,Lehm und Sahmu stähnt am Openair Wollishofu bereit.,Lehm und Sohme stönd am Openair Wollishofe parat.,Lehm ond Same stönd am Openair Wollishofe bereit.,Lehm ond Some heds bem Openair Wollishofe.,tiere-pflanzen-landwirtschaft,
729,729,"Hier gilt der Grundsatz, dass die Pflanzen auch in der Schweiz gezüchtet wurden und nicht aus dem Import stammen.","Do gilt de Grundsatz, dass dPflanze au i de Schwiiz züchted worde isch und nöd usem Import stammed.","Hiä giut dr Grundsatz, dass d Pflanzä o ir Schwiz si züchtet wordä und nid usem Inport schtammä.","Do gilt dr Grundsatz, dass d Pflanza au in dr Schwiiz züchtet worda sind und nit ussam Import stammen.","Da gilted de Grundsatz, dass d Pflanze au ide Schwiz züchted worde sind und nöd usem Import chömed.","Hie gältut der Grundsatz, dass die Pflanze öi iner Schwiz gizüchtut sind wordu und nit üsum Import stammunt.","Do gültet dr Grundatz, dass d Pflanze au in dr Schwiiz züchtet worde sind und nid us em Import stamme.","Do geltet de Grondsatz, dass Pflanze au ede Schwiz zöchtet worde send ond ned osem Import stamme.","Do geltet de Grondsatz, dass d Pflanze au ide Schwiiz zöchtet worde send ond ned Importiert worde send.",tiere-pflanzen-landwirtschaft,
730,730,Eine Million Arten sind derzeit vom Aussterben bedroht.,E Million Arte sind zur Ziit vom Uussterbe bedroht.,Ä Million Artä si momentan vom Usschtärbä bedroht.,A Million Arta sind derziit vum Ussterba bedroht.,E Million Arte sind momentan vom Ussterbe bedroht.,En Million Arte sind derzit vam Üsstärbu bedroht.,Ä Million Arte sind zurziit vom Usstärbe bedroht.,Ei Million Arte send em Momänt fom Usstärbe bedroht.,E Million Arte esch momentan vom Usstärbe bedroht.,tiere-pflanzen-landwirtschaft,
731,731,"In dem Nationalpark leben unter anderem Kängurus, Koalas und Ameisenigel.","Im Nationalpark lebed under anderem Kängurus, Koalas und Ameiseigel.","I däm Nationaupark läbä unger angerem Kängurus, Koalas und Ameisäigu.","In dem Nationalpark leben unter anderem Kängurus, Koalas und Ameisaigel.","Im Nationalpark läbed unter anderem Kängurus, Koalas und Ameisenigel.","In dem Nationalpark läbunt uner anerum Kängurus, Koalas und Ameisuigel.","Im Nationalpark läbe unter anderem au Kängurus, Koalas und Ameiseigel.","Edem Nationalpark läbe onter Anterem Kängurus, Koalas ond Ameiseegel.","I dem Nationalpark läbed onder anderem Kängurus, Koalas ond Ameisenigel.",tiere-pflanzen-landwirtschaft,
733,733,"Dies, obwohl Château-d'Oex nur ein kleines, vor allem bei Familien beliebtes Skigebiet war.","Da, obwohl dChateu-d'Oex nur es chliises, vor allem bi Famile beliebts Skigebiet gsi isch.","Das, obwou Château-d'Oex numä es chliises Schiigebiet isch gsi, wo vor auem bi Familiä beliebt isch gsi.","Das, obwohl Château-D'Oex nur as kliises, vo allem bi Familia beliabts Skigebiat gsi isch.","Das, obwohl Château-d'Oex nur es chlises, vor allem bi Familie beliebts Skigebiet gsi isch.","Das, obwohl z'Château-D'Oex nur es chleis, vor allem bi Familine bliebts Schgigebiet isch gsi.","Das, obwohl Chateaux-s'Oex nur e kleins, vor allem bi Familie beliebts Skigebiet gseh isch.","Das, obwohl Chateau-d'Eex nor es chlises, vor allem be Familie beliebts Skigebiet esch.","Das, obwhol Château-d'Oex nor es chlises, vorallem be Familie beleibts Skigebiet esch.",tiere-pflanzen-landwirtschaft,
734,734,Wissen über geeignete Techniken und den richtigen Umgang mit Seil und Pickel.,Wüsse über geeigneti Technike und de richtig Umgang mit Seil und Pickel.,Wüssä über geeigneti Technikä u dr richtig Umgang mit Seil und Picku.,Wüssa über geigneti Technika und da richtigi Umgang mit Seil und Pickel.,Wüsse über di richtige Technike und de richtig Umgang mit Seil und Pickel.,Wissu uber d'geignetu Technike und der richtig Umgang mit Seil und Pickel.,Wüsse über geigneti Technike und dr Umgang mit Seil und Pickel.,Wösse öber geeigneti Technike ond de rechtig Omgang met Seil ond Peckel.,Wösse öber di geignete Technike ond de rechtig Omgang met Seili ond Pickel.,tiere-pflanzen-landwirtschaft,
735,735,"Obwohl der Sommer vorbei ist, zirpen Grillen und Heuschrecken um die Wette.","Obwohl de Summer vobii isch, zirped Grille und Heuschrecke um dWett.","Obwou dr Summer verbi isch, zirpä Grillä und Höigümper umd Wett.","Obwohl dr Summer verbii isch, zirpen Grilla und Heugümper um d Wett.","Obwohl de Summer verbi isch, zirped Grille und Hoigümper umd Wett.","Obwohl der Summer verbi isch, zirpunt Grille und Hewgumper um d'Wett.","Obwohl dr Summer jetzt verbii isch, zirpe Grille und Heuschrecke um d Wett.","Obwohl de Sommer verbi esch, zerpe Grelle ond Heugömper om d'Wett.","Obwohl de Sommer verbie esch, zirped d Grille ond d Heugömper om d Wett.",tiere-pflanzen-landwirtschaft,
736,736,Igel in Gefahr.,Igel in Gfohr.,Igu i Gfahr.,Igel in Gfohr.,Igel in Gfahr.,Igel in Gfahr.,Igel in Gfohr.,Egel e Gfohr.,Igel en Gfohr.,tiere-pflanzen-landwirtschaft,
737,737,Ausbaggern wäre der Tod des Moors Entsprechend belastet ist der Boden.,"Uusbaggere wär de Tod vom Moor, entsprechend belasted isch de Bode.","Usbaggerä wär dr Tod vom Moor, entschprächend belaschtet isch dr Bodä.",Uusbaggera wär dr Tod vum Moor Entsprechend belastet isch dr Boda.,,Üsbaggru wäri der Tod vam Moor. Entsprächend belaschtut isch der Bodu.,"Usbaggere wäri dr Tod für s Moor, entsprächend belastet isch dr Bode.",Usbaggere wäri de Tod vom Moor entsprächend belschtet de Bode.,"Usbaggere wär de Tod för s Moor, dementschpächend belastet esch de Bode.",tiere-pflanzen-landwirtschaft,
738,738,"Im selben Jahr entstand die erste Clubhütte, die Grünhornhütte am Tödi.","Im gliche Johr isch die erscht Clubhütte, dGrüenhornhütte am Tödi entstande.","Im glichä Jahr isch die erschti Clubhüttä entschtangä, d Grüenhornhüttä am Tödi.","Im glicha Johr isch dia erst Clubhütta entstanda, d Grüanhornhütta am Tödi.","Im gliche Jahr isch di erst Clubhütte entstande, d Grüenhornhütte am Tödi.","Im glichu Jahr isch d'erscht Clubhitta, die Griehoruhitta am Tödi entstandu.","Im gliiche Joor isch die ersti Clubhütte entstande, d Grüenhornhütte am Tödi.","Em gliche JOhr esch die erschti Clubhötte entstande, d'Grüenhornhötte am Tödi.","Em gliche Johr esch di erst Clubhötte entstande, D Grüenhornhötte am Tödi.",tiere-pflanzen-landwirtschaft,
739,739,Zu unsicher war die Schneesituation und Kunstschnee keine Option.,Zu unsicher isch dSchneesituation gsi und Kunschtschnee kei Option.,D Schneesituation isch d unsicher gsi und Kunschtschnee ke Option.,Zu unsicher isch d Schneesituation und Kunstschnee kei Option.,D Schneesituation isch zunsicher und Kunstschnee kei Option gsi.,Z'unsicher isch d'Schneesituation gsi und Kunschtschnee kei Option.,D Schneesituation isch z unsicher gseh und Kunstschnee kei Option.,Zu onsicher esch d'Schneesituation gsi ond Konschtschnee kei Option.,D Schneesituation esch z onsecher ond Konstschnee kei Option gsi.,tiere-pflanzen-landwirtschaft,
740,740,Um die Biodiversität in der Schweiz steht es nicht gut Viele Tier- und Pflanzenarten sind gefährdet.,Um dBiodiversität i de Schwiiz stohts nöd guet. Vil Tier- und Pflanzearte sind gföhrdet.,Umd Biodiversität ir Schwiz schteits nid guet: vili Tier- und Pflanzäartä si gfährdet.,Um d Biodiversität in dr Schwiz stohts nit guat Viel Tiar und Pflanzanarta sind gföhrdet.,Umd Biodiversität ide Schwiz stahts nöd guet: vill Tier- und Pflanzearte sind gföhrdet.,Um die Biodiversität iner Schwiz steits nit güet. Vill Tier- und Pflanzuarte sind gfährdut.,Um d Biodiversität in dr Schwiiz stohts nid gued. Vieli Tier- und Pflanzearte sind gföhrdet.,Om d'Biodiversität ede Schwiz stohts ned guet velli Tier- ond Pflanzearte send gföhrdet.,"De Biodiversität ide Schwiiz gohds ned guet, vell Tier- ond Pflanzearte send gföhrdet.",tiere-pflanzen-landwirtschaft,
741,741,"Ein kleiner Teil der Nahrung, die Rabenvögel ins Nest tragen, besteht aus Eiern und jungen Singvögeln.","En chliine Teil vo de Nahrig, wo Rabevögel is Nest träged, bestoht us Eier und junge Singvögel.","Ä chliinä Teil vor Nahrig, wo Rabävögu is Näscht traagä, beschteit us Eier und jungä Singvögu.","An klina Teil vur Nahrig, wo Rabavögel ins Nest trägen, bestoht us Eier und jungs Singvögel.","En chline Teil vom Ässe, wo d Raubvögel is Näscht bringed, sind Eier und jungi Singvögel.","En chleine Teil vaner Nahrig, wa Rabuvegel ins Näscht trägunt, bsteit üs Eier und junge Singvegel.","E kliine Teil vo dr Nahrig, wo d Rabevögel ins Näst trage, bestoht us Eier und junge Singvögel.","En chline Teil fode Nahrig, wo d'Rabevögel es Näscht träge, bestoht os Eier ond jonge Sengvögel.","E chline Teil vom Ässe, wo d Raabe is Näst träged, send Eier ond jongi Sengvögel.",tiere-pflanzen-landwirtschaft,
742,742,"So gibt es mehrere sogenannte Hexentiere: schwarze Katzen, Kröten, Eulen und eben Raben oder Krähen.","So gits mehreri sogenannti Hexetier: schwarzi Chatze, Chröte, Üle, und ebe Rabe oder Chreie.","So gits mehreri sogenannti Häxätier: schwarzi Chatzä, Chrottä, Üülä und äbä Rabä oder Chräiä.","So gits mehreri sogenannti Hexatiar: schwarzi Katza, Kröta, Üla und eba Raba oder Kräha.","Es git mehreri sogenannti Häxetier: schwarzi Chatze, Chrotte, Üle und ebe Rabä und Chräie.","So gits mehreri sognännti Häxutieri: schwarzi Chatze, Kröte, Üle und äbu Rabe oder Kräje.","Es git mehreri sognennti Häxetier: schwarzi Katze, Kröte, Üle und ebbe Rabe oder Kräie.","So gehts mehreri sognannti Häxetier: schwarzi Chatze, Chrite, Üle ond ebe Rabe oder Chrähe.","Es ged mehreri Häxetier: schwarzi Chatze, Chrote, Üüle, ond ebe Raabe ond Chräie.",tiere-pflanzen-landwirtschaft,
743,743,Eine Portion entspricht dabei zum Beispiel zwei Deziliter Milch oder einhundertfünfzig bis zweihundert Gramm Jogurt.,E Portion entspricht debii zum Biispiel zwei Deziliter Milch oder hundertfüfzg bis zweihundert Gramm Joghurt.,Ei Portion entschpricht drbi zum Bischpiu zwöi Deziliter Miuch oder hundertfüfzg bis zwöihundert Gramm Jogurt.,A Portion entspricht drbii zum Bispiel zwei Deziliter Milch oder hundertfufzig zweihundert Gramm Jogurt.,E Portion isch zum Bispil zwei Deziliter Milch oder hundertfüfzg bis zweihundert Gramm Joghurt.,En Portion entspricht derbi zum Bispiel zwei Deziliter Milch oder hunertfufzg bis zweihunert Gramm Joghurt.,Ä Portion entspricht debii zum Bispiel zwei Deziliter Milch oder hundert bis zweihundert Gramm Joghurt.,En Portion entsprecht zum Bispel zwoi Deziliter Melch oder honderföfzg bis zwoihondert Gramm Joghurt.,,tiere-pflanzen-landwirtschaft,
744,744,Diese Arten seien gegenüber Trockenheit und Wärme widerstandsfähiger.,Die Arte sind gegenüber Trocheheit und Wärmi widerstandsfähiger.,Die Artä sigä gägenüber Trochäheit und Wermi widerschtandsfähiger.,Dia Arta seend geganüber Trockaheit und Wärmi widerstandsfähiger.,Die Arte sind widerstandsfähiger gäge Trocheheit und Wärmi.,Die Arte sige gägunuber Trochuheit und Wermi widerstandsfähiger.,Die Artä sige widerstandsfähig gege Trockeheit und Wärmi.,Die Arte send gägeöber Trocheheit ond Wärmi wederstandsfähig.,Die Arte send gägenöber de Trocheheit ond Wärmi wederstandsfähiger.,tiere-pflanzen-landwirtschaft,
745,745,Für ganz grosse Meeressäuger sind diese relativ kleinen Aquarien ganz bestimmt problematisch.,Für ganz grossi Meeressüüger sind die relativ chliine Aquarie ganz bestimmt problematisch.,Für ganz grossi Meeressüger si die relativ chlinä Aquariä ganz beschtimmt problematisch.,Für ganz grossi Meeressüüger sind dia relativ klina Aquaria ganz sicher problematisch.,Für ganz grossi Meeressüger sind die releativ chline Aquarie ganz sicher problematisch.,Fer ganz grossi Meeressüger sind die relativ chleinu Aquarie ganz bstimmt problematisch.,Für ganz grossi Meeressüüger sind die relativ kliine Aquarie ganz sicher problematisch.,Für ganz grossi Meeressüger send die raltiv chline Aquarie ganz bestemmt problematisch.,För di ganz grosse Meeressüger send die relative chline Aquarie secher problematisch.,tiere-pflanzen-landwirtschaft,
